"Project","ScanDate","DependencyName","DependencyPath","Description","License","Md5","Sha1","Identifiers","CPE","CVE","CWE","Vulnerability","Source","CVSSv2_Severity","CVSSv2_Score","CVSSv2","CVSSv3_BaseSeverity","CVSSv3_BaseScore","CVSSv3","CPE Confidence","Evidence Count","VendorProject","Product","Name","DateAdded","ShortDescription","RequiredAction","DueDate","Notes"
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/moment/src/moment.js,"","",657e5f32a33bb8dd4d0c619c471be345,e0f05210115123f7204b064c17e4b2be12e45dad,pkg:javascript/moment.js@2.24.0,"",CVE-2022-24785,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-27 Path Traversal: 'dir/../../filename'","Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/moment/src/moment.js,"","",657e5f32a33bb8dd4d0c619c471be345,e0f05210115123f7204b064c17e4b2be12e45dad,pkg:javascript/moment.js@2.24.0,"",CVE-2022-31129,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),"moment is a JavaScript date library for parsing, validating, manipulating, and formatting dates. Affected versions of moment were found to use an inefficient parsing algorithm. Specifically using string-to-date parsing in moment (more specifically rfc2822 parsing, which is tried by default) has quadratic (N^2) complexity on specific inputs. Users may notice a noticeable slowdown is observed with inputs above 10k characters. Users who pass user-provided strings without sanity length checks to moment constructor are vulnerable to (Re)DoS attacks. The problem is patched in 2.29.4, the patch can be applied to all affected versions with minimal tweaking. Users are advised to upgrade. Users unable to upgrade should consider limiting date lengths accepted from user input.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/moment/min/moment.min.js,"","",761502841c035afcf6a9bdc5d0a20d11,69ab16ba8ca68431ab59eff286c7ed1e520bca30,pkg:javascript/moment.js@2.24.0,"",CVE-2022-24785,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-27 Path Traversal: 'dir/../../filename'","Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment.min.js,/Users/andrewhaigh/Projects/Git/NodeGoat/node_modules/moment/min/moment.min.js,"","",761502841c035afcf6a9bdc5d0a20d11,69ab16ba8ca68431ab59eff286c7ed1e520bca30,pkg:javascript/moment.js@2.24.0,"",CVE-2022-31129,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),"moment is a JavaScript date library for parsing, validating, manipulating, and formatting dates. Affected versions of moment were found to use an inefficient parsing algorithm. Specifically using string-to-date parsing in moment (more specifically rfc2822 parsing, which is tried by default) has quadratic (N^2) complexity on specific inputs. Users may notice a noticeable slowdown is observed with inputs above 10k characters. Users who pass user-provided strings without sanity length checks to moment constructor are vulnerable to (Re)DoS attacks. The problem is patched in 2.29.4, the patch can be applied to all affected versions with minimal tweaking. Users are advised to upgrade. Users unable to upgrade should consider limiting date lengths accepted from user input.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,3,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment:2.24.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/moment:2.24.0,"Parse, validate, manipulate, and display dates",MIT,"","",pkg:npm/moment@2.24.0,cpe:2.3:a:momentjs:moment:2.24.0:*:*:*:*:*:*:*,CVE-2022-24785,"CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'), CWE-27 Path Traversal: 'dir/../../filename'","Moment.js is a JavaScript date library for parsing, validating, manipulating, and formatting dates. A path traversal vulnerability impacts npm (server) users of Moment.js between versions 1.0.1 and 2.29.1, especially if a user-provided locale string is directly used to switch moment locale. This problem is patched in 2.29.2, and the patch can be applied to all affected versions. As a workaround, sanitize the user-provided locale name before passing it to Moment.js.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment:2.24.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/moment:2.24.0,"Parse, validate, manipulate, and display dates",MIT,"","",pkg:npm/moment@2.24.0,cpe:2.3:a:momentjs:moment:2.24.0:*:*:*:*:*:*:*,CVE-2022-31129,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),"moment is a JavaScript date library for parsing, validating, manipulating, and formatting dates. Affected versions of moment were found to use an inefficient parsing algorithm. Specifically using string-to-date parsing in moment (more specifically rfc2822 parsing, which is tried by default) has quadratic (N^2) complexity on specific inputs. Users may notice a noticeable slowdown is observed with inputs above 10k characters. Users who pass user-provided strings without sanity length checks to moment constructor are vulnerable to (Re)DoS attacks. The problem is patched in 2.29.4, the patch can be applied to all affected versions with minimal tweaking. Users are advised to upgrade. Users unable to upgrade should consider limiting date lengths accepted from user input.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment:2.24.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/moment:2.24.0,"Parse, validate, manipulate, and display dates",MIT,"","",pkg:npm/moment@2.24.0,cpe:2.3:a:momentjs:moment:2.24.0:*:*:*:*:*:*:*,1090141,"","### Impact  * using string-to-date parsing in moment (more specifically rfc2822 parsing, which is tried by default) has quadratic (N^2) complexity on specific inputs * noticeable slowdown is observed with inputs above 10k characters * users who pass user-provided strings without sanity length checks to moment constructor are vulnerable to (Re)DoS attacks  ### Patches The problem is patched in 2.29.4, the patch can be applied to all affected versions with minimal tweaking.  ### Workarounds In general, given the proliferation of ReDoS attacks, it makes sense to limit the length of the user input to something sane, like 200 characters or less. I haven't seen legitimate cases of date-time strings longer than that, so all moment users who do pass a user-originating string to constructor are encouraged to apply such a rudimentary filter, that would help with this but also most future ReDoS vulnerabilities.  ### References There is an excellent writeup of the issue here: https://github.com/moment/moment/pull/6015#issuecomment-1152961973=  ### Details The issue is rooted in the code that removes legacy comments (stuff inside parenthesis) from strings during rfc2822 parsing. `moment(""("".repeat(500000))` will take a few minutes to process, which is unacceptable.",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",moment:2.24.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/moment:2.24.0,"Parse, validate, manipulate, and display dates",MIT,"","",pkg:npm/moment@2.24.0,cpe:2.3:a:momentjs:moment:2.24.0:*:*:*:*:*:*:*,1090142,"","### Impact This vulnerability impacts npm (server) users of moment.js, especially if user provided locale string, eg `fr` is directly used to switch moment locale.  ### Patches This problem is patched in 2.29.2, and the patch can be applied to all affected versions (from 1.0.1 up until 2.29.1, inclusive).  ### Workarounds Sanitize user-provided locale name before passing it to moment.js.  ### References _Are there any links users can visit to find out more?_  ### For more information If you have any questions or comments about this advisory: * Open an issue in [moment repo](https://github.com/moment/moment)",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",mongodb:2.2.36,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/mongodb:2.2.36,The official MongoDB driver for Node.js,Apache-2.0,"","",pkg:npm/mongodb@2.2.36,"",1086754,"","Versions of `mongodb` prior to 3.1.13 are vulnerable to Denial of Service. The package fails to properly catch an exception when a collection name is invalid and the DB does not exist, crashing the application.   ## Recommendation  Upgrade to version 3.1.13 or later.",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",ms:0.7.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/ms:0.7.1,Tiny ms conversion utility,"","","",pkg:npm/ms@0.7.1,"",CVE-2017-20162,CWE-400 Uncontrolled Resource Consumption ('Resource Exhaustion'),"ms - Regular Expression Denial of Service (ReDoS) [CVE-2017-20162]  The software does not properly restrict the size or amount of resources that are requested or influenced by an actor, which can be used to consume more resources than intended.",OSSINDEX,"","","",MEDIUM,5.3,CVSS:/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:L,HIGHEST,9,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",ms:0.7.1,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/ms:0.7.1,Tiny ms conversion utility,"","","",pkg:npm/ms@0.7.1,"",1088818,"","A vulnerability, which was classified as problematic, has been found in vercel ms up to 1.x. This issue affects the function parse of the file index.js. The manipulation of the argument str leads to inefficient regular expression complexity. The attack may be initiated remotely. The exploit has been disclosed to the public and may be used. Upgrading to version 2.0.0 is able to address this issue. The name of the patch is caae2988ba2a37765d055c4eee63d383320ee662. It is recommended to upgrade the affected component. The associated identifier of this vulnerability is VDB-217451.",NPM,"","","","","","",HIGHEST,9,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",nconf:0.10.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/nconf:0.10.0,"Hierarchical node.js configuration with files, environment variables, command-line arguments, and atomic object merging.",MIT,"","",pkg:npm/nconf@0.10.0,cpe:2.3:a:nconf_project:nconf:0.10.0:*:*:*:*:*:*:*,CVE-2022-21803,CWE-1321,"This affects the package nconf before 0.11.4. When using the memory engine, it is possible to store a nested JSON representation of the configuration. The .set() function, that is responsible for setting the configuration properties, is vulnerable to Prototype Pollution. By providing a crafted property, it is possible to modify the properties on the Object.prototype.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",nconf:0.10.0,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/nconf:0.10.0,"Hierarchical node.js configuration with files, environment variables, command-line arguments, and atomic object merging.",MIT,"","",pkg:npm/nconf@0.10.0,cpe:2.3:a:nconf_project:nconf:0.10.0:*:*:*:*:*:*:*,1088715,"","nconf before 0.11.4. When using the memory engine, it is possible to store a nested JSON representation of the configuration. The .set() function, that is responsible for setting the configuration properties, is vulnerable to Prototype Pollution. By providing a crafted property, it is possible to modify the properties on the Object.prototype.",NPM,"","","","","","",HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",nconf:0.6.9,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/nconf:0.6.9,"Hierarchical node.js configuration with files, environment variables, command-line arguments, and atomic object merging.","","","",pkg:npm/nconf@0.6.9,cpe:2.3:a:nconf_project:nconf:0.6.9:*:*:*:*:*:*:*,CVE-2022-21803,CWE-1321,"This affects the package nconf before 0.11.4. When using the memory engine, it is possible to store a nested JSON representation of the configuration. The .set() function, that is responsible for setting the configuration properties, is vulnerable to Prototype Pollution. By providing a crafted property, it is possible to modify the properties on the Object.prototype.",NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:P/A:N,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:H/A:N,HIGHEST,6,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",npm-user-validate:0.1.5,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/npm-user-validate:0.1.5,User validations for npm,BSD-2-Clause,"","",pkg:npm/npm-user-validate@0.1.5,cpe:2.3:a:npmjs:npm-user-validate:0.1.5:*:*:*:*:*:*:*,CVE-2020-7754,NVD-CWE-noinfo,This affects the package npm-user-validate before 1.0.1. The regex that validates user emails took exponentially longer to process long input strings beginning with @ characters.,NVD,MEDIUM,5.0,/AV:N/AC:L/Au:N/C:N/I:N/A:P,HIGH,7.5,CVSS:3.1/AV:N/AC:L/PR:N/UI:N/S:U/C:N/I:N/A:H,HIGHEST,15,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",npm-user-validate:0.1.5,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/npm-user-validate:0.1.5,User validations for npm,BSD-2-Clause,"","",pkg:npm/npm-user-validate@0.1.5,cpe:2.3:a:npmjs:npm-user-validate:0.1.5:*:*:*:*:*:*:*,1089876,"",This affects the package npm-user-validate before 1.0.1. The regex that validates user emails took exponentially longer to process long input strings beginning with @ characters.,NPM,"","","","","","",HIGHEST,15,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",npm-user-validate:0.1.5,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/npm-user-validate:0.1.5,User validations for npm,BSD-2-Clause,"","",pkg:npm/npm-user-validate@0.1.5,cpe:2.3:a:npmjs:npm-user-validate:0.1.5:*:*:*:*:*:*:*,1086466,"","`npm-user-validate` before version `1.0.1` is vulnerable to a Regular Expression Denial of Service (REDos). The regex that validates user emails took exponentially longer to process long input strings beginning with `@` characters.  ### Impact The issue affects the `email` function. If you use this function to process arbitrary user input with no character limit the application may be susceptible to Denial of Service.  ### Patches The issue is patched in version 1.0.1 by improving the regular expression used and also enforcing a 254 character limit.  ### Workarounds Restrict the character length to a reasonable degree before passing a value to `.emal()`; Also, consider doing a more rigorous sanitizing/validation beforehand.",NPM,"","","","","","",HIGHEST,15,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",npm:3.10.10,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/npm:3.10.10,a package manager for JavaScript,Artistic-2.0,"","",pkg:npm/npm@3.10.10,cpe:2.3:a:npmjs:npm:3.10.10:*:*:*:*:*:*:*,CVE-2019-16776,CWE-22 Improper Limitation of a Pathname to a Restricted Directory ('Path Traversal'),Versions of the npm CLI prior to 6.13.3 are vulnerable to an Arbitrary File Write. It fails to prevent access to folders outside of the intended node_modules folder through the bin field. A properly constructed entry in the package.json bin field would allow a package publisher to modify and/or gain access to arbitrary files on a user's system when the package is installed. This behavior is still possible through install scripts. This vulnerability bypasses a user using the --ignore-scripts install option.,NVD,MEDIUM,5.5,/AV:N/AC:L/Au:S/C:P/I:P/A:N,HIGH,8.1,CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:U/C:H/I:H/A:N,HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",npm:3.10.10,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/npm:3.10.10,a package manager for JavaScript,Artistic-2.0,"","",pkg:npm/npm@3.10.10,cpe:2.3:a:npmjs:npm:3.10.10:*:*:*:*:*:*:*,1088925,"","An issue was discovered in an npm 5.7.0 2018-02-21 pre-release (marked as ""next: 5.7.0"" and therefore automatically installed by an ""npm upgrade -g npm"" command, and also announced in the vendor's blog without mention of pre-release status). It might allow local users to bypass intended filesystem access restrictions because ownerships of /etc and /usr directories are being changed unexpectedly, related to a ""correctMkdir"" issue.",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",npm:3.10.10,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/npm:3.10.10,a package manager for JavaScript,Artistic-2.0,"","",pkg:npm/npm@3.10.10,cpe:2.3:a:npmjs:npm:3.10.10:*:*:*:*:*:*:*,1089206,"","Versions of  the npm CLI prior to 6.13.4 are vulnerable to a Global node_modules Binary Overwrite. It fails to prevent existing globally-installed binaries to be overwritten by other package installations.   For example, if a package was installed globally and created a `serve` binary, any subsequent installs of packages that also create a `serve` binary would overwrite the first binary. This will not overwrite system binaries but only binaries put into the global node_modules directory.  This behavior is still allowed in local installations and also through install scripts. This vulnerability bypasses a user using the --ignore-scripts install option.   ## Recommendation  Upgrade to version 6.13.4 or later.",NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
NodeGoat,"Mon, 6 Mar 2023 18:07:06 -0500",npm:3.10.10,/Users/andrewhaigh/Projects/Git/NodeGoat/package-lock.json?/npm:3.10.10,a package manager for JavaScript,Artistic-2.0,"","",pkg:npm/npm@3.10.10,cpe:2.3:a:npmjs:npm:3.10.10:*:*:*:*:*:*:*,1089207,"",Versions of the npm CLI prior to 6.13.3 are vulnerable to a symlink reference outside of node_modules. It is possible for packages to create symlinks to files outside of the`node_modules` folder through the `bin` field upon installation. A properly constructed entry in the package.json bin field would allow a package publisher to create a symlink pointing to arbitrary files on a user’s system when the package is installed. Only files accessible by the user running the `npm install` are affected.    This behavior is still possible through install scripts. This vulnerability bypasses a user using the --ignore-scripts install option.   ## Recommendation  Upgrade to version 6.13.3 or later.,NPM,"","","","","","",HIGHEST,8,"","","","","","","",""
