Component,,,CVE
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-jmx:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-jndi:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-plus:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-rewrite:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-security:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-servlet:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-servlets:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-util:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-webapp:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-xml:9.2.25.v20180606,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2018-2047 ,CVE-2017-7657,CVE-2017-7657
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2018-2050 ,CVE-2017-7658,CVE-2017-7658
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2018-2043 ,CVE-2017-7656,CVE-2017-7656
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2018-4827 ,CVE-2018-12545,CVE-2018-12545
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2023-2732 ,CVE-2023-44487,CVE-2023-44487
org.eclipse.jetty:jetty-client:9.3.14.v20161028,BDSA-2024-0452,,BDSA-2024-0452
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2018-2047 ,CVE-2017-7657,CVE-2017-7657
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2018-2050 ,CVE-2017-7658,CVE-2017-7658
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2018-2043 ,CVE-2017-7656,CVE-2017-7656
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2018-4827 ,CVE-2018-12545,CVE-2018-12545
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2023-2732 ,CVE-2023-44487,CVE-2023-44487
org.eclipse.jetty:jetty-continuation:9.3.14.v20161028,BDSA-2024-0452,,BDSA-2024-0452
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2018-2047 ,CVE-2017-7657,CVE-2017-7657
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2018-2050 ,CVE-2017-7658,CVE-2017-7658
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2018-2043 ,CVE-2017-7656,CVE-2017-7656
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2018-4827 ,CVE-2018-12545,CVE-2018-12545
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2023-2732 ,CVE-2023-44487,CVE-2023-44487
org.eclipse.jetty:jetty-http:9.3.14.v20161028,BDSA-2024-0452,,BDSA-2024-0452
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2018-2047 ,CVE-2017-7657,CVE-2017-7657
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2018-2050 ,CVE-2017-7658,CVE-2017-7658
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2018-2043 ,CVE-2017-7656,CVE-2017-7656
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2018-4827 ,CVE-2018-12545,CVE-2018-12545
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2023-2732 ,CVE-2023-44487,CVE-2023-44487
org.eclipse.jetty:jetty-io:9.3.14.v20161028,BDSA-2024-0452,,BDSA-2024-0452
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2018-2047 ,CVE-2017-7657,CVE-2017-7657
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2018-2050 ,CVE-2017-7658,CVE-2017-7658
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2018-2043 ,CVE-2017-7656,CVE-2017-7656
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2018-2904,,BDSA-2018-2904
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2018-4827 ,CVE-2018-12545,CVE-2018-12545
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2019-1169 ,CVE-2019-10247,CVE-2019-10247
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2019-1166 ,CVE-2019-10241,CVE-2019-10241
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2020-2949 ,CVE-2020-27216,CVE-2020-27216
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2021-0848 ,CVE-2021-28165,CVE-2021-28165
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2021-1714 ,CVE-2021-28169,CVE-2021-28169
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2022-1887 ,CVE-2022-2048,CVE-2022-2048
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2022-1891 ,CVE-2022-2047,CVE-2022-2047
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2023-0887 ,CVE-2023-26048,CVE-2023-26048
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2023-0888 ,CVE-2023-26049,CVE-2023-26049
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2023-2464 ,CVE-2023-36479,CVE-2023-36479
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2023-2470 ,CVE-2023-40167,CVE-2023-40167
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2023-2732 ,CVE-2023-44487,CVE-2023-44487
org.eclipse.jetty:jetty-jmx:9.3.14.v20161028,BDSA-2024-0452,,BDSA-2024-0452
org.eclipse.jetty:jetty-security:9.3.14.v20161028,BDSA-2018-2047 ,CVE-2017-7657,CVE-2017-7657
org.eclipse.jetty:jetty-security:9.3.14.v20161028,BDSA-2018-2042 ,CVE-2018-12536,CVE-2018-12536
org.eclipse.jetty:jetty-security:9.3.14.v20161028,BDSA-2018-2050 ,CVE-2017-7658,CVE-2017-7658
